image name,xmin,xmax,ymin,ymax,labels
./datasets/images/maksssksksss265.png,152,168,190,241,0
./datasets/images/maksssksksss265.png,186,187,212,233,0
./datasets/images/maksssksksss265.png,97,176,127,237,0
./datasets/images/maksssksksss265.png,1,206,39,269,0
./datasets/images/maksssksksss266.png,125,261,306,421,0
./datasets/images/maksssksksss267.png,206,44,236,86,0
./datasets/images/maksssksksss267.png,288,34,316,80,0
./datasets/images/maksssksksss267.png,251,142,275,190,0
./datasets/images/maksssksksss267.png,347,218,376,264,0
./datasets/images/maksssksksss268.png,164,96,335,174,0
./datasets/images/maksssksksss268.png,425,76,512,149,1
./datasets/images/maksssksksss268.png,108,120,174,155,1
./datasets/images/maksssksksss268.png,21,90,73,117,0
./datasets/images/maksssksksss269.png,99,138,292,409,0
./datasets/images/maksssksksss269.png,340,166,478,367,0
./datasets/images/maksssksksss27.png,208,143,321,302,0
./datasets/images/maksssksksss270.png,88,210,131,291,0
./datasets/images/maksssksksss270.png,218,209,265,302,0
./datasets/images/maksssksksss270.png,319,80,366,171,0
./datasets/images/maksssksksss270.png,133,169,160,224,1
./datasets/images/maksssksksss270.png,273,194,291,238,1
./datasets/images/maksssksksss270.png,453,193,465,230,1
./datasets/images/maksssksksss271.png,150,226,359,426,0
./datasets/images/maksssksksss272.png,89,136,405,388,0
./datasets/images/maksssksksss273.png,137,183,318,354,0
./datasets/images/maksssksksss274.png,294,134,391,290,0
./datasets/images/maksssksksss275.png,84,307,220,426,0
./datasets/images/maksssksksss276.png,193,48,351,204,0
./datasets/images/maksssksksss276.png,434,142,491,195,0
./datasets/images/maksssksksss277.png,36,106,63,138,0
./datasets/images/maksssksksss277.png,122,87,145,121,0
./datasets/images/maksssksksss277.png,75,137,85,158,0
./datasets/images/maksssksksss277.png,165,114,179,139,0
./datasets/images/maksssksksss277.png,208,102,227,143,0
./datasets/images/maksssksksss277.png,262,110,282,153,0
./datasets/images/maksssksksss277.png,357,112,371,155,0
./datasets/images/maksssksksss277.png,432,105,451,144,0
./datasets/images/maksssksksss277.png,296,167,302,178,0
./datasets/images/maksssksksss277.png,504,178,509,190,0
./datasets/images/maksssksksss277.png,496,182,504,195,0
./datasets/images/maksssksksss278.png,376,128,426,196,0
./datasets/images/maksssksksss278.png,252,154,284,197,0
./datasets/images/maksssksksss278.png,287,110,316,152,0
./datasets/images/maksssksksss278.png,152,145,190,196,0
./datasets/images/maksssksksss279.png,370,153,435,258,0
./datasets/images/maksssksksss279.png,60,455,100,511,1
./datasets/images/maksssksksss279.png,149,477,188,512,1
./datasets/images/maksssksksss28.png,133,38,216,162,0
./datasets/images/maksssksksss280.png,32,103,55,138,0
./datasets/images/maksssksksss280.png,87,46,104,71,0
./datasets/images/maksssksksss280.png,119,130,141,161,0
./datasets/images/maksssksksss280.png,181,34,197,57,0
./datasets/images/maksssksksss280.png,202,58,222,91,0
./datasets/images/maksssksksss280.png,251,160,278,204,0
./datasets/images/maksssksksss280.png,223,27,242,56,0
./datasets/images/maksssksksss280.png,257,34,275,61,0
./datasets/images/maksssksksss280.png,305,117,328,154,0
./datasets/images/maksssksksss280.png,302,93,320,120,0
./datasets/images/maksssksksss280.png,209,32,222,47,1
./datasets/images/maksssksksss280.png,297,41,309,62,1
./datasets/images/maksssksksss280.png,300,12,313,29,0
./datasets/images/maksssksksss280.png,332,58,348,79,0
./datasets/images/maksssksksss280.png,316,3,328,23,1
./datasets/images/maksssksksss280.png,350,28,363,51,1
./datasets/images/maksssksksss280.png,376,16,391,41,0
./datasets/images/maksssksksss280.png,389,22,396,39,0
./datasets/images/maksssksksss280.png,367,18,377,35,1
./datasets/images/maksssksksss280.png,444,21,459,40,1
./datasets/images/maksssksksss280.png,481,40,496,63,0
./datasets/images/maksssksksss281.png,165,260,330,420,0
./datasets/images/maksssksksss282.png,224,105,275,178,0
./datasets/images/maksssksksss282.png,9,324,92,481,0
./datasets/images/maksssksksss282.png,161,354,227,450,0
./datasets/images/maksssksksss282.png,338,353,370,432,0
./datasets/images/maksssksksss282.png,409,380,468,497,0
./datasets/images/maksssksksss282.png,338,304,357,339,0
./datasets/images/maksssksksss282.png,415,274,437,297,0
./datasets/images/maksssksksss282.png,420,324,447,370,1
./datasets/images/maksssksksss282.png,403,279,415,302,0
./datasets/images/maksssksksss283.png,130,263,288,412,0
./datasets/images/maksssksksss284.png,72,55,96,98,0
./datasets/images/maksssksksss284.png,140,4,161,45,0
./datasets/images/maksssksksss284.png,103,128,127,180,0
./datasets/images/maksssksksss284.png,167,49,195,104,0
./datasets/images/maksssksksss284.png,192,1,209,30,0
./datasets/images/maksssksksss284.png,240,12,258,46,0
./datasets/images/maksssksksss284.png,400,58,480,217,0
./datasets/images/maksssksksss285.png,83,189,266,450,0
./datasets/images/maksssksksss286.png,96,122,144,187,0
./datasets/images/maksssksksss286.png,302,160,350,228,0
./datasets/images/maksssksksss287.png,44,135,206,312,0
./datasets/images/maksssksksss287.png,316,172,461,324,0
./datasets/images/maksssksksss288.png,35,456,66,490,0
./datasets/images/maksssksksss288.png,183,210,224,285,0
./datasets/images/maksssksksss288.png,252,220,292,284,0
./datasets/images/maksssksksss289.png,170,246,285,329,0
./datasets/images/maksssksksss289.png,477,383,512,446,0
./datasets/images/maksssksksss29.png,64,165,153,295,0
./datasets/images/maksssksksss29.png,285,140,364,275,1
./datasets/images/maksssksksss29.png,356,76,434,197,1
./datasets/images/maksssksksss290.png,401,119,432,174,0
./datasets/images/maksssksksss290.png,234,80,272,137,0
./datasets/images/maksssksksss290.png,351,124,378,173,0
./datasets/images/maksssksksss290.png,327,155,353,180,0
./datasets/images/maksssksksss290.png,113,165,150,220,0
./datasets/images/maksssksksss290.png,169,170,196,215,0
./datasets/images/maksssksksss290.png,466,186,472,195,0
./datasets/images/maksssksksss291.png,231,331,340,459,0
./datasets/images/maksssksksss292.png,241,149,280,212,0
./datasets/images/maksssksksss292.png,184,110,227,186,0
./datasets/images/maksssksksss293.png,6,179,65,287,0
./datasets/images/maksssksksss293.png,183,228,254,324,0
./datasets/images/maksssksksss293.png,341,116,406,206,0
./datasets/images/maksssksksss293.png,88,128,159,222,0
./datasets/images/maksssksksss294.png,80,124,98,173,0
./datasets/images/maksssksksss294.png,167,171,193,215,0
./datasets/images/maksssksksss294.png,257,165,284,212,0
./datasets/images/maksssksksss294.png,375,151,403,200,0
./datasets/images/maksssksksss294.png,438,150,452,210,0
./datasets/images/maksssksksss294.png,346,154,355,173,1
./datasets/images/maksssksksss294.png,301,193,310,210,1
./datasets/images/maksssksksss294.png,301,160,310,175,1
./datasets/images/maksssksksss294.png,337,161,343,174,0
./datasets/images/maksssksksss294.png,359,152,365,165,0
./datasets/images/maksssksksss295.png,176,97,322,207,0
./datasets/images/maksssksksss296.png,53,199,87,253,1
./datasets/images/maksssksksss296.png,58,132,87,175,1
./datasets/images/maksssksksss296.png,98,126,124,163,0
./datasets/images/maksssksksss296.png,128,156,152,197,1
./datasets/images/maksssksksss296.png,145,114,168,157,0
./datasets/images/maksssksksss296.png,106,77,133,126,1
./datasets/images/maksssksksss296.png,53,282,79,356,0
./datasets/images/maksssksksss296.png,80,311,119,386,1
./datasets/images/maksssksksss296.png,116,365,154,445,1
./datasets/images/maksssksksss296.png,164,398,214,493,0
./datasets/images/maksssksksss296.png,174,229,207,295,0
./datasets/images/maksssksksss296.png,173,156,205,201,0
./datasets/images/maksssksksss296.png,178,73,197,107,1
./datasets/images/maksssksksss296.png,225,72,247,122,0
./datasets/images/maksssksksss296.png,220,103,235,146,0
./datasets/images/maksssksksss296.png,250,73,272,116,0
./datasets/images/maksssksksss296.png,282,49,303,90,1
./datasets/images/maksssksksss296.png,301,78,333,134,1
./datasets/images/maksssksksss296.png,224,203,252,258,0
./datasets/images/maksssksksss296.png,217,293,250,345,0
./datasets/images/maksssksksss296.png,272,227,304,293,0
./datasets/images/maksssksksss296.png,236,382,257,437,1
./datasets/images/maksssksksss296.png,210,388,232,467,1
./datasets/images/maksssksksss296.png,293,420,339,504,0
./datasets/images/maksssksksss296.png,312,256,348,319,0
./datasets/images/maksssksksss296.png,346,364,373,441,0
./datasets/images/maksssksksss296.png,335,184,360,232,0
./datasets/images/maksssksksss296.png,373,241,402,297,0
./datasets/images/maksssksksss296.png,335,40,360,86,1
./datasets/images/maksssksksss296.png,336,108,357,140,1
./datasets/images/maksssksksss296.png,360,57,384,96,1
./datasets/images/maksssksksss296.png,410,40,428,81,0
./datasets/images/maksssksksss296.png,378,111,401,151,1
./datasets/images/maksssksksss296.png,412,240,448,280,0
./datasets/images/maksssksksss296.png,436,348,477,412,1
./datasets/images/maksssksksss297.png,130,39,143,71,0
./datasets/images/maksssksksss297.png,111,59,131,93,0
./datasets/images/maksssksksss297.png,64,288,104,360,0
./datasets/images/maksssksksss297.png,156,236,188,301,0
./datasets/images/maksssksksss297.png,200,130,229,188,0
./datasets/images/maksssksksss297.png,200,9,211,27,0
./datasets/images/maksssksksss297.png,229,16,238,39,0
./datasets/images/maksssksksss297.png,277,28,293,54,0
./datasets/images/maksssksksss297.png,264,101,291,157,0
./datasets/images/maksssksksss297.png,275,186,307,249,0
./datasets/images/maksssksksss297.png,319,99,348,155,0
./datasets/images/maksssksksss297.png,376,49,391,79,1
./datasets/images/maksssksksss297.png,407,61,424,100,0
./datasets/images/maksssksksss297.png,396,11,410,39,0
./datasets/images/maksssksksss297.png,427,5,445,35,0
./datasets/images/maksssksksss297.png,452,23,469,46,0
./datasets/images/maksssksksss298.png,158,206,266,384,0
./datasets/images/maksssksksss298.png,317,94,414,254,0
./datasets/images/maksssksksss299.png,105,248,272,409,0
./datasets/images/maksssksksss3.png,65,99,92,142,0
./datasets/images/maksssksksss3.png,92,100,117,141,0
./datasets/images/maksssksksss3.png,143,95,153,127,0
./datasets/images/maksssksksss3.png,198,112,226,155,0
./datasets/images/maksssksksss3.png,241,110,268,150,0
./datasets/images/maksssksksss3.png,300,106,328,146,0
./datasets/images/maksssksksss3.png,369,112,395,155,0
./datasets/images/maksssksksss3.png,400,128,426,170,0
./datasets/images/maksssksksss3.png,448,66,465,111,0
./datasets/images/maksssksksss30.png,71,86,120,171,0
./datasets/images/maksssksksss30.png,151,129,186,184,1
./datasets/images/maksssksksss30.png,212,124,250,175,0
./datasets/images/maksssksksss30.png,280,64,318,134,0
./datasets/images/maksssksksss30.png,335,138,371,199,0
./datasets/images/maksssksksss30.png,373,122,407,181,1
./datasets/images/maksssksksss30.png,426,277,466,340,0
./datasets/images/maksssksksss300.png,139,202,306,347,0
./datasets/images/maksssksksss301.png,186,96,222,162,0
./datasets/images/maksssksksss301.png,261,174,291,230,0
./datasets/images/maksssksksss301.png,114,399,182,510,0
./datasets/images/maksssksksss301.png,243,444,306,510,0
./datasets/images/maksssksksss301.png,415,77,444,131,0
./datasets/images/maksssksksss301.png,314,53,348,105,0
./datasets/images/maksssksksss301.png,357,48,387,114,0
./datasets/images/maksssksksss301.png,247,96,280,162,0
./datasets/images/maksssksksss301.png,264,5,277,44,0
./datasets/images/maksssksksss301.png,198,23,221,67,0
./datasets/images/maksssksksss301.png,131,2,147,34,0
./datasets/images/maksssksksss301.png,70,26,93,64,0
./datasets/images/maksssksksss301.png,14,46,39,80,0
./datasets/images/maksssksksss301.png,98,13,113,45,0
./datasets/images/maksssksksss301.png,394,2,414,43,0
./datasets/images/maksssksksss301.png,108,43,127,84,1
./datasets/images/maksssksksss302.png,254,279,309,381,0
./datasets/images/maksssksksss302.png,190,63,242,190,0
./datasets/images/maksssksksss302.png,340,116,355,155,1
./datasets/images/maksssksksss303.png,117,149,140,183,0
./datasets/images/maksssksksss303.png,305,91,327,131,0
./datasets/images/maksssksksss304.png,258,110,314,187,0
./datasets/images/maksssksksss304.png,243,207,286,271,0
./datasets/images/maksssksksss305.png,264,203,285,229,0
./datasets/images/maksssksksss305.png,391,236,410,258,0
./datasets/images/maksssksksss305.png,439,240,459,264,1
./datasets/images/maksssksksss305.png,357,217,376,239,1
./datasets/images/maksssksksss305.png,327,201,345,221,1
./datasets/images/maksssksksss305.png,232,200,248,226,1
./datasets/images/maksssksksss305.png,177,197,198,221,1
./datasets/images/maksssksksss305.png,218,192,234,213,1
./datasets/images/maksssksksss305.png,91,193,113,219,1
./datasets/images/maksssksksss305.png,136,193,152,219,1
./datasets/images/maksssksksss305.png,119,274,136,298,1
./datasets/images/maksssksksss305.png,305,207,326,232,1
./datasets/images/maksssksksss305.png,32,217,42,232,0
./datasets/images/maksssksksss305.png,425,228,437,242,1
./datasets/images/maksssksksss306.png,242,231,431,410,0
./datasets/images/maksssksksss307.png,3,147,122,369,1
./datasets/images/maksssksksss307.png,186,63,318,317,0
./datasets/images/maksssksksss307.png,367,406,439,508,1
./datasets/images/maksssksksss308.png,266,163,296,215,0
./datasets/images/maksssksksss308.png,304,135,333,197,0
./datasets/images/maksssksksss308.png,345,195,366,244,0
./datasets/images/maksssksksss309.png,208,64,328,145,0
./datasets/images/maksssksksss31.png,266,171,355,315,0
./datasets/images/maksssksksss31.png,184,114,258,257,0
./datasets/images/maksssksksss310.png,26,60,55,112,0
./datasets/images/maksssksksss310.png,80,69,108,114,0
./datasets/images/maksssksksss310.png,291,53,317,95,0
./datasets/images/maksssksksss310.png,317,149,343,191,0
./datasets/images/maksssksksss310.png,425,96,444,133,0
./datasets/images/maksssksksss310.png,496,119,506,137,1
./datasets/images/maksssksksss311.png,225,75,284,182,0
./datasets/images/maksssksksss311.png,284,112,322,165,0
./datasets/images/maksssksksss311.png,384,62,417,112,0
./datasets/images/maksssksksss311.png,39,66,80,120,0
./datasets/images/maksssksksss311.png,98,92,136,133,0
./datasets/images/maksssksksss312.png,82,158,122,190,0
./datasets/images/maksssksksss312.png,267,215,309,247,0
./datasets/images/maksssksksss312.png,320,143,369,179,0
./datasets/images/maksssksksss313.png,183,49,395,328,0
./datasets/images/maksssksksss314.png,0,63,48,170,0
./datasets/images/maksssksksss314.png,75,71,119,158,0
./datasets/images/maksssksksss314.png,216,116,257,194,0
./datasets/images/maksssksksss314.png,445,109,486,182,0
./datasets/images/maksssksksss314.png,273,214,302,249,0
./datasets/images/maksssksksss314.png,384,254,408,290,0
./datasets/images/maksssksksss314.png,415,254,442,298,0
./datasets/images/maksssksksss314.png,320,261,347,298,0
./datasets/images/maksssksksss314.png,301,239,325,278,0
./datasets/images/maksssksksss315.png,158,209,235,330,0
./datasets/images/maksssksksss315.png,348,224,409,312,0
./datasets/images/maksssksksss316.png,200,132,229,182,1
./datasets/images/maksssksksss316.png,116,61,170,126,0
./datasets/images/maksssksksss316.png,308,102,359,170,0
./datasets/images/maksssksksss316.png,399,108,424,177,0
./datasets/images/maksssksksss317.png,85,112,209,370,0
./datasets/images/maksssksksss317.png,361,53,416,147,1
./datasets/images/maksssksksss318.png,403,132,431,198,0
./datasets/images/maksssksksss318.png,271,117,307,181,0
./datasets/images/maksssksksss318.png,173,132,202,193,1
./datasets/images/maksssksksss318.png,64,184,84,223,1
./datasets/images/maksssksksss318.png,122,124,136,160,1
./datasets/images/maksssksksss318.png,40,137,59,171,1
./datasets/images/maksssksksss318.png,220,174,235,201,1
./datasets/images/maksssksksss319.png,87,137,97,157,0
./datasets/images/maksssksksss319.png,139,138,152,164,1
./datasets/images/maksssksksss319.png,167,134,183,160,1
./datasets/images/maksssksksss319.png,189,152,209,187,0
./datasets/images/maksssksksss319.png,232,122,256,167,0
./datasets/images/maksssksksss319.png,246,142,255,168,1
./datasets/images/maksssksksss319.png,267,138,288,177,0
./datasets/images/maksssksksss319.png,289,162,299,185,1
./datasets/images/maksssksksss319.png,298,161,318,194,0
./datasets/images/maksssksksss319.png,364,166,385,201,0
./datasets/images/maksssksksss319.png,469,134,477,173,1
./datasets/images/maksssksksss32.png,225,104,255,159,0
./datasets/images/maksssksksss32.png,389,72,432,136,0
./datasets/images/maksssksksss320.png,25,112,38,141,1
./datasets/images/maksssksksss320.png,136,45,160,96,0
./datasets/images/maksssksksss320.png,236,197,257,239,0
./datasets/images/maksssksksss320.png,428,22,456,80,0
./datasets/images/maksssksksss321.png,217,200,271,355,1
./datasets/images/maksssksksss321.png,275,171,359,370,0
./datasets/images/maksssksksss322.png,102,127,316,323,0
./datasets/images/maksssksksss323.png,412,349,471,470,0
./datasets/images/maksssksksss324.png,135,157,338,354,0
./datasets/images/maksssksksss325.png,225,110,265,173,0
./datasets/images/maksssksksss325.png,33,215,56,248,0
./datasets/images/maksssksksss325.png,72,248,91,273,0
./datasets/images/maksssksksss325.png,149,255,165,281,0
./datasets/images/maksssksksss325.png,113,264,124,287,0
./datasets/images/maksssksksss325.png,130,280,143,302,0
./datasets/images/maksssksksss325.png,319,264,333,287,0
./datasets/images/maksssksksss325.png,314,329,325,349,1
./datasets/images/maksssksksss325.png,385,193,405,232,0
./datasets/images/maksssksksss325.png,426,206,444,242,0
./datasets/images/maksssksksss325.png,459,125,490,188,0
./datasets/images/maksssksksss326.png,219,97,308,193,0
./datasets/images/maksssksksss326.png,257,147,369,233,0
./datasets/images/maksssksksss327.png,23,154,81,245,1
./datasets/images/maksssksksss327.png,22,367,87,451,1
./datasets/images/maksssksksss327.png,142,83,190,133,1
./datasets/images/maksssksksss327.png,302,250,370,340,0
./datasets/images/maksssksksss327.png,355,30,412,120,1
./datasets/images/maksssksksss327.png,437,179,492,256,1
./datasets/images/maksssksksss327.png,442,400,502,466,1
./datasets/images/maksssksksss328.png,138,177,317,344,0
./datasets/images/maksssksksss329.png,55,47,120,155,0
./datasets/images/maksssksksss329.png,63,231,113,302,0
./datasets/images/maksssksksss329.png,51,402,112,498,0
./datasets/images/maksssksksss329.png,225,55,291,162,0
./datasets/images/maksssksksss329.png,224,235,288,324,0
./datasets/images/maksssksksss329.png,226,405,290,495,0
./datasets/images/maksssksksss329.png,399,52,460,154,0
./datasets/images/maksssksksss329.png,386,225,442,323,0
./datasets/images/maksssksksss329.png,368,349,471,506,0
./datasets/images/maksssksksss33.png,232,60,291,96,0
./datasets/images/maksssksksss330.png,30,134,71,182,0
./datasets/images/maksssksksss330.png,117,74,159,133,0
./datasets/images/maksssksksss330.png,211,110,259,169,0
./datasets/images/maksssksksss330.png,362,65,438,166,0
./datasets/images/maksssksksss331.png,31,132,60,178,0
./datasets/images/maksssksksss331.png,112,165,136,202,1
./datasets/images/maksssksksss331.png,163,116,190,160,0
./datasets/images/maksssksksss331.png,161,301,214,400,0
./datasets/images/maksssksksss331.png,188,209,231,277,0
./datasets/images/maksssksksss331.png,266,116,281,147,0
./datasets/images/maksssksksss331.png,293,183,339,261,0
./datasets/images/maksssksksss331.png,336,87,354,123,1
./datasets/images/maksssksksss331.png,345,138,368,176,0
./datasets/images/maksssksksss331.png,380,206,410,254,0
./datasets/images/maksssksksss331.png,394,123,419,163,0
./datasets/images/maksssksksss331.png,426,228,487,312,0
./datasets/images/maksssksksss331.png,466,93,485,124,0
./datasets/images/maksssksksss331.png,437,93,458,128,0
./datasets/images/maksssksksss331.png,1,282,29,342,0
./datasets/images/maksssksksss332.png,105,272,282,408,0
./datasets/images/maksssksksss333.png,128,259,307,421,0
./datasets/images/maksssksksss334.png,122,120,174,207,0
./datasets/images/maksssksksss334.png,246,164,298,239,0
./datasets/images/maksssksksss334.png,331,172,390,247,0
./datasets/images/maksssksksss334.png,426,173,469,236,1
./datasets/images/maksssksksss335.png,19,195,211,375,0
./datasets/images/maksssksksss336.png,128,139,137,156,1
./datasets/images/maksssksksss336.png,157,128,183,159,0
./datasets/images/maksssksksss336.png,227,122,236,138,1
./datasets/images/maksssksksss336.png,213,218,234,245,0
./datasets/images/maksssksksss336.png,287,115,306,145,0
./datasets/images/maksssksksss336.png,334,123,354,156,0
./datasets/images/maksssksksss336.png,360,142,376,175,1
./datasets/images/maksssksksss336.png,422,38,463,107,0
./datasets/images/maksssksksss337.png,239,40,301,89,0
./datasets/images/maksssksksss338.png,60,67,103,145,0
./datasets/images/maksssksksss338.png,202,176,232,221,0
./datasets/images/maksssksksss338.png,259,103,291,166,0
./datasets/images/maksssksksss338.png,380,69,415,131,0
./datasets/images/maksssksksss338.png,48,409,71,466,0
./datasets/images/maksssksksss339.png,113,268,229,387,0
./datasets/images/maksssksksss34.png,80,189,96,216,0
./datasets/images/maksssksksss34.png,129,151,149,182,0
./datasets/images/maksssksksss34.png,181,160,197,188,0
./datasets/images/maksssksksss34.png,164,176,181,195,1
./datasets/images/maksssksksss34.png,249,151,267,182,0
./datasets/images/maksssksksss34.png,272,163,291,196,0
./datasets/images/maksssksksss34.png,312,135,332,163,0
./datasets/images/maksssksksss34.png,382,173,398,198,1
./datasets/images/maksssksksss340.png,50,1,89,70,0
./datasets/images/maksssksksss340.png,113,105,166,178,1
./datasets/images/maksssksksss340.png,206,108,262,188,0
./datasets/images/maksssksksss340.png,390,86,449,200,0
./datasets/images/maksssksksss341.png,113,251,271,406,0
./datasets/images/maksssksksss342.png,35,105,69,160,1
./datasets/images/maksssksksss342.png,109,91,131,127,0
./datasets/images/maksssksksss342.png,131,96,147,122,0
./datasets/images/maksssksksss342.png,166,83,184,115,0
./datasets/images/maksssksksss342.png,91,183,126,237,0
./datasets/images/maksssksksss342.png,135,230,184,313,0
./datasets/images/maksssksksss342.png,194,95,207,119,0
./datasets/images/maksssksksss342.png,204,111,220,138,0
./datasets/images/maksssksksss342.png,234,126,259,179,0
./datasets/images/maksssksksss342.png,272,92,288,129,0
./datasets/images/maksssksksss342.png,321,187,366,256,0
./datasets/images/maksssksksss342.png,408,380,492,505,0
./datasets/images/maksssksksss342.png,379,122,408,167,0
./datasets/images/maksssksksss343.png,143,167,393,362,0
./datasets/images/maksssksksss344.png,102,90,115,113,0
./datasets/images/maksssksksss344.png,122,30,140,60,0
./datasets/images/maksssksksss344.png,301,55,333,112,0
./datasets/images/maksssksksss344.png,407,211,437,259,0
./datasets/images/maksssksksss345.png,238,210,279,272,0
./datasets/images/maksssksksss345.png,189,208,232,259,1
./datasets/images/maksssksksss346.png,68,24,179,147,0
./datasets/images/maksssksksss346.png,348,35,494,216,0
./datasets/images/maksssksksss346.png,127,347,190,444,0
./datasets/images/maksssksksss346.png,314,342,446,483,0
./datasets/images/maksssksksss347.png,14,187,108,252,1
./datasets/images/maksssksksss347.png,194,115,334,199,0
./datasets/images/maksssksksss347.png,404,163,512,297,1
./datasets/images/maksssksksss348.png,146,241,319,388,0
./datasets/images/maksssksksss349.png,199,102,325,310,0
./datasets/images/maksssksksss349.png,44,323,114,425,0
./datasets/images/maksssksksss349.png,299,31,376,182,1
./datasets/images/maksssksksss35.png,168,87,266,245,0
./datasets/images/maksssksksss35.png,421,133,479,227,0
./datasets/images/maksssksksss350.png,142,122,169,164,0
./datasets/images/maksssksksss350.png,346,61,380,111,0
./datasets/images/maksssksksss351.png,183,144,328,419,0
./datasets/images/maksssksksss352.png,294,87,389,140,0
./datasets/images/maksssksksss352.png,97,114,185,169,1
./datasets/images/maksssksksss353.png,290,133,339,211,0
./datasets/images/maksssksksss354.png,4,276,41,331,0
./datasets/images/maksssksksss354.png,34,205,52,234,0
./datasets/images/maksssksksss354.png,54,192,65,213,0
./datasets/images/maksssksksss354.png,92,209,110,231,0
./datasets/images/maksssksksss354.png,113,174,126,197,0
./datasets/images/maksssksksss354.png,83,171,93,186,0
./datasets/images/maksssksksss354.png,120,230,174,315,0
./datasets/images/maksssksksss354.png,200,192,211,207,0
./datasets/images/maksssksksss354.png,143,175,153,189,0
./datasets/images/maksssksksss354.png,216,220,236,247,0
./datasets/images/maksssksksss354.png,263,206,292,250,0
./datasets/images/maksssksksss354.png,248,193,256,209,0
./datasets/images/maksssksksss354.png,224,192,233,203,0
./datasets/images/maksssksksss354.png,293,174,305,191,0
./datasets/images/maksssksksss354.png,353,196,366,209,0
./datasets/images/maksssksksss354.png,376,220,388,237,0
./datasets/images/maksssksksss354.png,410,213,434,247,0
./datasets/images/maksssksksss354.png,451,197,462,215,0
./datasets/images/maksssksksss354.png,501,222,512,255,0
./datasets/images/maksssksksss354.png,336,185,341,193,0
./datasets/images/maksssksksss354.png,355,172,363,182,0
./datasets/images/maksssksksss354.png,370,181,376,190,0
./datasets/images/maksssksksss354.png,392,197,403,215,0
./datasets/images/maksssksksss354.png,487,192,497,209,0
./datasets/images/maksssksksss354.png,501,186,506,196,0
./datasets/images/maksssksksss355.png,175,295,307,432,0
./datasets/images/maksssksksss356.png,191,227,369,386,0
./datasets/images/maksssksksss357.png,280,76,336,185,0
./datasets/images/maksssksksss358.png,115,109,160,180,0
./datasets/images/maksssksksss358.png,229,110,282,186,0
./datasets/images/maksssksksss358.png,343,139,384,195,0
./datasets/images/maksssksksss358.png,383,145,435,212,0
./datasets/images/maksssksksss359.png,28,89,55,137,0
./datasets/images/maksssksksss359.png,74,121,96,164,0
./datasets/images/maksssksksss359.png,145,79,161,111,0
./datasets/images/maksssksksss359.png,166,106,194,160,0
./datasets/images/maksssksksss359.png,179,79,197,111,0
./datasets/images/maksssksksss359.png,198,98,218,141,0
./datasets/images/maksssksksss359.png,216,216,244,263,0
./datasets/images/maksssksksss359.png,236,101,252,133,0
./datasets/images/maksssksksss359.png,263,94,279,132,0
./datasets/images/maksssksksss359.png,277,97,298,142,0
./datasets/images/maksssksksss359.png,304,117,323,154,0
./datasets/images/maksssksksss359.png,321,133,346,178,0
./datasets/images/maksssksksss359.png,350,140,378,190,0
./datasets/images/maksssksksss359.png,381,88,401,129,0
./datasets/images/maksssksksss359.png,403,94,423,123,1
./datasets/images/maksssksksss359.png,440,74,462,120,0
./datasets/images/maksssksksss359.png,470,84,492,132,0
./datasets/images/maksssksksss359.png,424,95,435,122,0
./datasets/images/maksssksksss36.png,30,54,59,118,0
./datasets/images/maksssksksss36.png,142,86,162,127,0
./datasets/images/maksssksksss36.png,184,88,216,152,0
./datasets/images/maksssksksss36.png,248,50,275,104,0
./datasets/images/maksssksksss36.png,334,136,348,159,0
./datasets/images/maksssksksss36.png,398,119,408,139,0
./datasets/images/maksssksksss36.png,413,103,431,137,0
./datasets/images/maksssksksss36.png,430,70,453,111,0
./datasets/images/maksssksksss36.png,452,55,484,112,0
./datasets/images/maksssksksss360.png,220,63,263,137,0
./datasets/images/maksssksksss361.png,46,122,76,180,1
./datasets/images/maksssksksss361.png,248,145,294,219,0
./datasets/images/maksssksksss361.png,420,50,449,105,1
./datasets/images/maksssksksss362.png,78,216,213,412,0
./datasets/images/maksssksksss362.png,223,235,329,397,0
./datasets/images/maksssksksss362.png,330,167,432,335,0
./datasets/images/maksssksksss363.png,101,123,124,178,0
./datasets/images/maksssksksss363.png,148,201,171,261,0
./datasets/images/maksssksksss363.png,206,204,229,248,0
./datasets/images/maksssksksss363.png,247,136,267,196,0
./datasets/images/maksssksksss363.png,418,62,462,166,0
./datasets/images/maksssksksss363.png,441,224,485,331,0
./datasets/images/maksssksksss364.png,106,106,149,181,0
./datasets/images/maksssksksss364.png,228,97,270,166,0
./datasets/images/maksssksksss364.png,336,117,377,192,0
./datasets/images/maksssksksss365.png,165,250,218,355,0
./datasets/images/maksssksksss365.png,265,262,310,330,0
./datasets/images/maksssksksss365.png,339,266,359,322,1
./datasets/images/maksssksksss366.png,48,72,184,342,0
./datasets/images/maksssksksss366.png,378,102,479,343,0
./datasets/images/maksssksksss367.png,308,114,346,185,0
./datasets/images/maksssksksss368.png,452,69,479,122,0
./datasets/images/maksssksksss368.png,401,44,433,101,0
./datasets/images/maksssksksss368.png,323,67,355,116,0
./datasets/images/maksssksksss368.png,248,102,270,146,0
./datasets/images/maksssksksss368.png,224,109,244,143,0
./datasets/images/maksssksksss368.png,132,92,161,134,0
./datasets/images/maksssksksss368.png,51,132,81,178,0
./datasets/images/maksssksksss368.png,79,123,102,167,0
